0.00	0.272188	0.214384	0.157355	0.115628	0.101490
5.00	0.271675	0.213188	0.156842	0.117874	0.102662
10.00	0.272090	0.212285	0.156671	0.117435	0.102979
15.00	0.273457	0.212627	0.157599	0.117582	0.102198
20.00	0.268257	0.210600	0.155987	0.118265	0.101661
25.00	0.262300	0.207842	0.153839	0.117582	0.100709
30.00	0.262373	0.207085	0.151861	0.115116	0.101051
35.00	0.266963	0.210405	0.155182	0.116458	0.097950
40.00	0.277705	0.218437	0.161285	0.118851	0.097706
45.00	0.281196	0.221025	0.163434	0.117752	0.094483
50.00	0.281367	0.221050	0.162433	0.115067	0.093702
55.00	0.280806	0.219145	0.159576	0.110624	0.092823
60.00	0.278047	0.215532	0.154620	0.109891	0.091456
65.00	0.277876	0.214751	0.152521	0.109134	0.093189
70.00	0.276289	0.212602	0.151568	0.109183	0.094532
75.00	0.272749	0.211894	0.152203	0.109476	0.093238
80.00	0.270137	0.210649	0.152374	0.109452	0.094142
85.00	0.268989	0.209526	0.151007	0.111039	0.093531
90.00	0.269624	0.210112	0.151617	0.109598	0.094117
95.00	0.272041	0.210625	0.153326	0.110892	0.094361
100.00	0.273311	0.212285	0.154791	0.112162	0.094801
105.00	0.275435	0.213725	0.155572	0.112699	0.095143
110.00	0.277315	0.215727	0.156183	0.113504	0.095851
115.00	0.279536	0.217119	0.157110	0.113504	0.096559
120.00	0.282344	0.219121	0.158746	0.114115	0.097120
125.00	0.285420	0.220342	0.160675	0.116581	0.097608
130.00	0.287617	0.222783	0.161334	0.117313	0.098560
135.00	0.289326	0.224443	0.162042	0.117630	0.099439
140.00	0.289985	0.224492	0.162970	0.118729	0.100391
145.00	0.291304	0.225688	0.163141	0.119803	0.101466
150.00	0.292109	0.226836	0.163824	0.119828	0.101808
155.00	0.293306	0.227568	0.165143	0.120511	0.103565
160.00	0.295088	0.229228	0.164996	0.121512	0.103858
165.00	0.297798	0.231303	0.166412	0.122708	0.104859
170.00	0.299653	0.233232	0.167901	0.123343	0.105787
175.00	0.301875	0.234624	0.169635	0.124881	0.105201
180.00	0.303657	0.237529	0.170782	0.124784	0.107057
185.00	0.305879	0.238408	0.172345	0.125614	0.107716
190.00	0.306758	0.238872	0.172882	0.126249	0.107423
195.00	0.308687	0.241435	0.173736	0.125931	0.108473
200.00	0.312666	0.243340	0.174933	0.127494	0.108814
205.00	0.316304	0.246611	0.178106	0.129251	0.110865
210.00	0.323652	0.247710	0.175152	0.132254	0.111720
215.00	0.325044	0.246391	0.180572	0.135550	0.117603
220.00	0.332515	0.254009	0.183209	0.134940	0.119605
225.00	0.345649	0.262846	0.188873	0.140750	0.123707
230.00	0.360054	0.273613	0.196710	0.146585	0.127735
235.00	0.376216	0.286772	0.205816	0.152738	0.133985
240.00	0.394941	0.301323	0.216339	0.161087	0.140504
245.00	0.417720	0.319121	0.229474	0.169974	0.148609
250.00	0.445308	0.340263	0.244098	0.181522	0.157179
255.00	0.475776	0.364653	0.260675	0.193070	0.167848
260.00	0.514424	0.394316	0.283136	0.209012	0.180836
265.00	0.558882	0.429057	0.308063	0.226590	0.195850
270.00	0.611494	0.471782	0.339044	0.250125	0.214527
275.00	0.679194	0.522514	0.374908	0.278202	0.234669
280.00	0.761177	0.584770	0.417657	0.310404	0.261768
285.00	0.860225	0.660820	0.470978	0.348587	0.295387
290.00	0.978315	0.754131	0.536041	0.393900	0.334400
295.00	1.125240	0.868120	0.620440	0.451493	0.384303
300.00	1.306660	1.013330	0.722784	0.524393	0.445728
305.00	1.540350	1.192460	0.848224	0.616532	0.523780
